0;27;0;0;0;0;0;0;0;0;0;0;0;0;27;27;1;0;0;0;0;0;0;
76;27;0;0;0;0;0;0;0;0;0;0;0;0;27;27;1;0;0;0;0;0;0;
160;27;0;0;0;1000;1000;1000;0;0;0;0;0;0;27;6.75;0.25;0;0;0;0;0;0;
225;25;0;0;0;0;1000;1000;2;0;0;0;0;0;25;12.5;0.5;5.75;0;0;0.25;0;0;
1208;11.375;0;-10.5;0;0;0;1000;2;3.125;0;0;-10.5;0;17.928571428571427;15.6875;0.875;5.75;3.1875;0;0.25;0.375;0;
1247;11.375;0;-10.5;0;1000;1000;2000;2;3.125;0;0;-10.5;0;17.928571428571427;3.921875;0.21875;5.75;3.1875;0;0.25;0.375;0;
1757;18.1875;6.8125;-10.5;0;0;1000;2000;2;3.125;0;6.8125;-10.5;0;20.147058823529413;8.02734375;0.3984375;4.10546875;3.1875;0;0.1796875;0.375;0;
2256;18.1875;6.8125;-10.5;0;1000;2000;3000;2;3.125;0;6.8125;-10.5;0;20.147058823529413;2.0068359375;0.099609375;4.10546875;3.1875;0;0.1796875;0.375;0;
2745;14;6.8125;-4.1875;0;1000;0;3000;2;3.125;0;6.8125;-14.6875;0;14.374804381846635;4.485107421875;0.31201171875;4.10546875;2.478271484375;0;0.1796875;0.21240234375;0;
3270;14;6.8125;-4.1875;0;2000;1000;4000;2;3.125;0;6.8125;-14.6875;0;14.374804381846635;1.12127685546875;0.0780029296875;4.10546875;2.478271484375;0;0.1796875;0.21240234375;0;
3286;16.09375;0;-4.1875;0;0;1000;4000;-0.09375;3.125;0;6.8125;-14.6875;0;17.921965317919074;2.64935302734375;0.1478271484375;1.528076171875;2.478271484375;0;0.06982421875;0.21240234375;0;
4265;14;0;0;0;0;0;4000;-0.09375;5.21875;0;6.8125;-14.6875;0;15.418525946352469;3.753936767578125;0.24346923828125;1.528076171875;1.104583740234375;0;0.06982421875;0.09564208984375;0;
4284;14;0;0;0;1000;1000;5000;-0.09375;5.21875;0;6.8125;-14.6875;0;15.418525946352469;0.9384841918945312;0.0608673095703125;1.528076171875;1.104583740234375;0;0.06982421875;0.09564208984375;0;
4798;15.046875;1.046875;0;0;0;1000;5000;-0.09375;5.21875;0;7.859375;-14.6875;0;16.236982418249923;1.8354434967041016;0.11304092407226562;0.8969593048095703;1.104583740234375;0;0.052173614501953125;0.09564208984375;0;
5301;15.046875;1.046875;0;0;1000;2000;6000;-0.09375;5.21875;0;7.859375;-14.6875;0;16.236982418249923;0.4588608741760254;0.028260231018066406;0.8969593048095703;1.104583740234375;0;0.052173614501953125;0.09564208984375;0;
5782;14;1.046875;-1.046875;0;1000;0;6000;-0.09375;5.21875;0;7.859375;-15.734375;0;13.97548747057473;1.2045537233352661;0.08619046211242676;0.8969593048095703;0.7456928491592407;0;0.052173614501953125;0.05793023109436035;0;
6316;14.5234375;0;-1.046875;0;0;0;6000;-0.6171875;5.21875;0;7.859375;-15.734375;0;14.520455310081866;1.543508768081665;0.10629892349243164;0.3389550447463989;0.7456928491592407;0;0.020108461380004883;0.05793023109436035;0;
6334;14.5234375;0;-1.046875;0;1000;1000;7000;-0.6171875;5.21875;0;7.859375;-15.734375;0;14.520455310081866;0.38587719202041626;0.02657473087310791;0.3389550447463989;0.7456928491592407;0;0.020108461380004883;0.05793023109436035;0;
7298;13.9345703125;0;-0.26171875;0;1000;0;7000;-0.6171875;5.5458984375;0;7.859375;-15.99609375;0;13.739074962449154;0.745428167283535;0.05425606667995453;0.3389550447463989;0.35955097526311874;0;0.020108461380004883;0.02768133580684662;0;
