0;78;0;0;0;0;0;0;0;0;78;78;1;0;0;0;0;
60016;78;0;0;0;0;0;0;0;0;78;78;1;0;0;0;0;
60057;50.30081106338578;0;0;0;0;27.69918893661422;0;0;0;62.58191203609837;100.82636487523345;1.6111103287652029;22.82636487523346;0;0.6111103287652029;0;
60455;50.30081106338578;0;0;500;500;27.69918893661422;0;0;0;62.581912036098366;33.60878829174448;0.5370367762550676;22.82636487523346;0;0.6111103287652029;0;
60979;50.30081106338578;0;0;1000;1000;27.69918893661422;0;0;0;62.58191203609836;11.202929430581493;0.17901225875168922;22.82636487523346;0;0.6111103287652029;0;
61040;50.30081106338578;0;0;0;1000;27.69918893661422;0;0;0;62.5818999261554;22.405863034279108;0.35802465346557544;11.202933603697616;0;0.1790123947138862;0;
61312;52.31887347605891;0;5.249110472531704;0;0;27.69918893661422;3.2310480598585762;0;5.249110472531704;54.60180251496831;66.5485409053793;1.218797509242226;11.202933603697616;44.1426778711002;0.1790123947138862;0.8607728557766507;
61497;52.31887347605891;0;5.249110472531704;500;500;27.69918893661422;3.2310480598585762;0;5.249110472531704;54.60180251496831;22.182846968459767;0.4062658364140754;11.202933603697616;44.1426778711002;0.1790123947138862;0.8607728557766507;
62010;52.31887347605891;0;5.249110472531704;1000;1000;27.69918893661422;3.2310480598585762;0;5.249110472531704;54.60180251496831;7.394282322819922;0.13542194547135847;11.202933603697616;44.1426778711002;0.1790123947138862;0.8607728557766507;
62050;62.77826767922703;10.459394203168117;5.249110472531704;0;1000;27.69918893661422;3.2310480598585762;10.459394203168117;5.249110472531704;59.97131311909012;27.478818618589663;0.45819938216164524;20.084536295769745;44.1426778711002;0.3227774366902867;0.8607728557766507;
62525;62.77826767922703;10.459394203168117;5.249110472531704;500;1500;27.69918893661422;3.2310480598585762;10.459394203168117;5.249110472531704;59.97131311909012;9.159606206196555;0.1527331273872151;20.084536295769745;44.1426778711002;0.3227774366902867;0.8607728557766507;
62844;60.99760258302622;10.459394203168117;1.4703510158274788;500;0;27.69918893661422;6.482064171886872;10.459394203168117;6.719461488359183;54.94773677190441;38.83235807118965;0.7067144226956625;20.084536295769745;29.672751864993096;0.3227774366902867;0.5539812953084475;
63038;60.99760258302622;10.459394203168117;1.4703510158274788;1000;500;27.69918893661422;6.482064171886872;10.459394203168117;6.719461488359183;54.94773677190441;12.944119357063217;0.2355714742318875;20.084536295769745;29.672751864993096;0.3227774366902867;0.5539812953084475;
63065;56.81078331215865;-4.1868192708675736;1.4703510158274788;0;500;27.69918893661422;6.482064171886872;6.272574932300543;6.719461488359183;57.04436462528422;33.56880639416707;0.5884684072594282;20.624687037103854;29.672751864993096;0.35289693302754066;0.5539812953084475;
63550;56.81078331215865;-4.1868192708675736;1.4703510158274788;500;1000;27.69918893661422;6.482064171886872;6.272574932300543;6.719461488359183;57.04436462528422;11.189602131389023;0.19615613575314272;20.624687037103854;29.672751864993096;0.35289693302754066;0.5539812953084475;
