0;75;0;0;0;0;0;0;0;0;0;0;0;0;
60014;75;0;0;0;0;0;0;0;0;0;0;0;0;
60076;75;0;0;0;500;500;500;0;0;0;0;0;0;
60194;72;-3;0;0;0;500;500;0;0;0;-3;0;0;
60325;71;-3;0;0;0;0;500;0;1;0;-3;0;0;
60633;71;-3;0;0;500;500;1000;0;1;0;-3;0;0;
60669;71;-3;0;0;500;0;1000;0;1;0;-3;0;0;
60851;71.5;0;0;0;0;0;1000;-0.5;1;0;-3;0;0;
61145;71.5;0;0;0;500;500;1500;-0.5;1;0;-3;0;0;
61164;41.37500004773756;0;0;-30.124999952262442;500;500;0;-0.5;1;0;-3;0;-30.124999952262442;
61653;41.37500004773756;0;0;-30.124999952262442;1000;1000;500;-0.5;1;0;-3;0;-30.124999952262442;
61673;41.37500004773756;0;0;-30.124999952262442;0;1000;500;-0.5;1;0;-3;0;-30.124999952262442;
62164;41.37500004773756;0;0;-30.124999952262442;500;1500;1000;-0.5;1;0;-3;0;-30.124999952262442;
62190;54.93750002386878;0;13.562499976131221;-30.124999952262442;500;0;1000;-0.5;1;0;-3;13.562499976131221;-30.124999952262442;
62382;48.15625003580317;0;13.562499976131221;-30.124999952262442;0;0;1000;6.2812499880656105;1;0;-3;13.562499976131221;-30.124999952262442;
62673;48.15625003580317;0;13.562499976131221;-30.124999952262442;500;500;1500;6.2812499880656105;1;0;-3;13.562499976131221;-30.124999952262442;
62687;41.00000002386878;0;13.562499976131221;-7.1562500119343895;500;500;0;6.2812499880656105;1;0;-3;13.562499976131221;-37.28124996419683;
63180;41.00000002386878;0;13.562499976131221;-7.1562500119343895;1000;1000;500;6.2812499880656105;1;0;-3;13.562499976131221;-37.28124996419683;
63200;41.00000002386878;0;13.562499976131221;-7.1562500119343895;0;1000;500;6.2812499880656105;1;0;-3;13.562499976131221;-37.28124996419683;
63512;41.00000002386878;0;13.562499976131221;0;0;1000;0;6.2812499880656105;1;0;-3;13.562499976131221;-37.28124996419683;
63688;41.00000002386878;0;13.562499976131221;0;500;1500;500;6.2812499880656105;1;0;-3;13.562499976131221;-37.28124996419683;
63718;51.359375017901584;0;10.359374994032805;0;500;0;500;6.2812499880656105;1;0;-3;23.921874970164026;-37.28124996419683;
63909;46.17968752088518;0;10.359374994032805;0;0;0;500;11.460937485082013;1;0;-3;23.921874970164026;-37.28124996419683;
64198;46.17968752088518;0;10.359374994032805;0;500;500;1000;11.460937485082013;1;0;-3;23.921874970164026;-37.28124996419683;
64212;43.58984377237698;0;10.359374994032805;-2.5898437485082013;500;500;0;11.460937485082013;1;0;-3;23.921874970164026;-39.87109371270503;
64709;43.58984377237698;0;10.359374994032805;-2.5898437485082013;1000;1000;500;11.460937485082013;1;0;-3;23.921874970164026;-39.87109371270503;
64728;43.58984377237698;0;10.359374994032805;-2.5898437485082013;0;1000;500;11.460937485082013;1;0;-3;23.921874970164026;-39.87109371270503;
64891;47.47460939513928;0;0;-2.5898437485082013;0;0;500;11.460937485082013;-2.884765622762302;0;-3;23.921874970164026;-39.87109371270503;
65219;47.47460939513928;0;0;-2.5898437485082013;500;500;1000;11.460937485082013;-2.884765622762302;0;-3;23.921874970164026;-39.87109371270503;
65244;47.47460939513928;0;0;-2.5898437485082013;500;0;1000;11.460937485082013;-2.884765622762302;0;-3;23.921874970164026;-39.87109371270503;
65437;45.53222658375813;0;0;-2.5898437485082013;0;0;1000;13.403320296463164;-2.884765622762302;0;-3;23.921874970164026;-39.87109371270503;
65724;45.53222658375813;0;0;-2.5898437485082013;500;500;1500;13.403320296463164;-2.884765622762302;0;-3;23.921874970164026;-39.87109371270503;
65749;41.45996094906144;0;0;-4.0722656346966914;500;500;0;13.403320296463164;-2.884765622762302;0;-3;23.921874970164026;-43.943359347401724;
66268;41.45996094906144;0;0;-4.0722656346966914;1000;1000;500;13.403320296463164;-2.884765622762302;0;-3;23.921874970164026;-43.943359347401724;
66324;41.45996094906144;0;0;-4.0722656346966914;0;1000;500;13.403320296463164;-2.884765622762302;0;-3;23.921874970164026;-43.943359347401724;
66812;41.45996094906144;0;0;-4.0722656346966914;500;1500;1000;13.403320296463164;-2.884765622762302;0;-3;23.921874970164026;-43.943359347401724;
66837;48.02832032629914;0;6.568359377237698;-4.0722656346966914;500;0;1000;13.403320296463164;-2.884765622762302;0;-3;30.490234347401724;-43.943359347401724;
66961;44.74414063768029;0;6.568359377237698;-4.0722656346966914;0;0;1000;16.687499985082013;-2.884765622762302;0;-3;30.490234347401724;-43.943359347401724;
67318;44.74414063768029;0;6.568359377237698;-4.0722656346966914;500;500;1500;16.687499985082013;-2.884765622762302;0;-3;30.490234347401724;-43.943359347401724;
67334;41.04248047453072;0;6.568359377237698;-3.701660163149569;500;500;0;16.687499985082013;-2.884765622762302;0;-3;30.490234347401724;-47.64501951055129;
67827;41.04248047453072;0;6.568359377237698;-3.701660163149569;1000;1000;500;16.687499985082013;-2.884765622762302;0;-3;30.490234347401724;-47.64501951055129;
67856;41.04248047453072;0;6.568359377237698;-3.701660163149569;0;1000;500;16.687499985082013;-2.884765622762302;0;-3;30.490234347401724;-47.64501951055129;
