0;92;0;0;0;0;0;0;0;0;0;0;0;0;
71;92;0;0;0;0;0;0;0;0;0;0;0;0;
183;52.5;0;0;0;0;0;0;0;39.5;0;0;0;0;
262;64.75;0;0;0;0;0;0;-12.25;39.5;0;0;0;0;
275;64.75;0;0;0;500;500;500;-12.25;39.5;0;0;0;0;
338;64.75;0;0;0;0;500;500;-12.25;39.5;0;0;0;0;
789;64.75;0;0;0;500;1000;1000;-12.25;39.5;0;0;0;0;
817;74.625;0;9.875;0;500;0;1000;-12.25;39.5;0;0;9.875;0;
1213;53.3125;0;9.875;0;500;0;0;-12.25;39.5;21.3125;0;9.875;0;
1294;53.3125;0;9.875;0;1000;500;500;-12.25;39.5;21.3125;0;9.875;0;
1327;53.3125;0;9.875;0;1000;500;0;-12.25;39.5;21.3125;0;9.875;0;
1804;53.3125;0;9.875;0;1500;1000;500;-12.25;39.5;21.3125;0;9.875;0;
1809;57.734375;0;9.875;0;0;1000;500;-16.671875;39.5;21.3125;0;9.875;0;
1832;62.15625;0;9.875;0;0;1000;500;-16.671875;39.5;21.3125;4.421875;9.875;0;
2312;62.15625;0;9.875;0;500;1500;1000;-16.671875;39.5;21.3125;4.421875;9.875;0;
2342;57.580078125;0;-4.576171875;0;500;0;1000;-16.671875;39.5;21.3125;4.421875;5.298828125;0;
2742;54.109375;0;-4.576171875;0;500;0;0;-16.671875;39.5;24.783203125;4.421875;5.298828125;0;
2820;54.109375;0;-4.576171875;0;1000;500;500;-16.671875;39.5;24.783203125;4.421875;5.298828125;0;
2848;54.109375;0;-4.576171875;0;1000;500;0;-16.671875;39.5;24.783203125;4.421875;5.298828125;0;
3330;54.109375;0;-4.576171875;0;1500;1000;500;-16.671875;39.5;24.783203125;4.421875;5.298828125;0;
3346;54.193359375;0;-4.576171875;0;0;1000;500;-16.755859375;39.5;24.783203125;4.421875;5.298828125;0;
3363;54.27734375;0;-4.576171875;0;0;1000;500;-16.755859375;39.5;24.783203125;4.505859375;5.298828125;0;
3839;54.27734375;0;-4.576171875;0;500;1500;1000;-16.755859375;39.5;24.783203125;4.505859375;5.298828125;0;
3866;54.2353515625;0;-0.0419921875;0;500;0;1000;-16.755859375;39.5;24.783203125;4.505859375;5.2568359375;0;
4272;52.619384765625;0;-0.0419921875;0;500;0;0;-16.755859375;39.5;26.399169921875;4.505859375;5.2568359375;0;
4351;52.619384765625;0;-0.0419921875;0;1000;500;500;-16.755859375;39.5;26.399169921875;4.505859375;5.2568359375;0;
4378;52.619384765625;0;-0.0419921875;0;1000;500;0;-16.755859375;39.5;26.399169921875;4.505859375;5.2568359375;0;
4726;53.10847473144531;0;0;0;1000;0;0;-16.755859375;39.01091003417969;26.399169921875;4.505859375;5.2568359375;0;
4862;53.10847473144531;0;0;0;1500;500;500;-16.755859375;39.01091003417969;26.399169921875;4.505859375;5.2568359375;0;
4872;53.35301971435547;0;0;0;0;500;500;-17.000404357910156;39.01091003417969;26.399169921875;4.505859375;5.2568359375;0;
4891;53.597564697265625;0;0;0;0;500;500;-17.000404357910156;39.01091003417969;26.399169921875;4.750404357910156;5.2568359375;0;
5369;53.597564697265625;0;0;0;500;1000;1000;-17.000404357910156;39.01091003417969;26.399169921875;4.750404357910156;5.2568359375;0;
5398;53.23074722290039;0;-0.3668174743652344;0;500;0;1000;-17.000404357910156;39.01091003417969;26.399169921875;4.750404357910156;4.890018463134766;0;
5811;52.643062591552734;0;-0.3668174743652344;0;500;0;0;-17.000404357910156;39.01091003417969;26.986854553222656;4.750404357910156;4.890018463134766;0;
5879;52.643062591552734;0;-0.3668174743652344;0;1000;500;500;-17.000404357910156;39.01091003417969;26.986854553222656;4.750404357910156;4.890018463134766;0;
5918;52.643062591552734;0;-0.3668174743652344;0;1000;500;0;-17.000404357910156;39.01091003417969;26.986854553222656;4.750404357910156;4.890018463134766;0;
6389;52.643062591552734;0;-0.3668174743652344;0;1500;1000;500;-17.000404357910156;39.01091003417969;26.986854553222656;4.750404357910156;4.890018463134766;0;
6442;52.92061519622803;0;-0.3668174743652344;0;0;1000;500;-17.27795696258545;39.01091003417969;26.986854553222656;4.750404357910156;4.890018463134766;0;
6451;53.19816780090332;0;-0.3668174743652344;0;0;1000;500;-17.27795696258545;39.01091003417969;26.986854553222656;5.027956962585449;4.890018463134766;0;
6899;53.19816780090332;0;-0.3668174743652344;0;500;1500;1000;-17.27795696258545;39.01091003417969;26.986854553222656;5.027956962585449;4.890018463134766;0;
6932;52.996222734451294;0;-0.20194506645202637;0;500;0;1000;-17.27795696258545;39.01091003417969;26.986854553222656;5.027956962585449;4.688073396682739;0;
7352;52.8320814371109;0;-0.20194506645202637;0;500;0;0;-17.27795696258545;39.01091003417969;27.15099585056305;5.027956962585449;4.688073396682739;0;
7407;52.8320814371109;0;-0.20194506645202637;0;1000;500;500;-17.27795696258545;39.01091003417969;27.15099585056305;5.027956962585449;4.688073396682739;0;
7435;52.8320814371109;0;-0.20194506645202637;0;1000;500;0;-17.27795696258545;39.01091003417969;27.15099585056305;5.027956962585449;4.688073396682739;0;
7917;52.8320814371109;0;-0.20194506645202637;0;1500;1000;500;-17.27795696258545;39.01091003417969;27.15099585056305;5.027956962585449;4.688073396682739;0;
7939;52.927980810403824;0.09589937329292297;-0.20194506645202637;0;0;1000;500;-17.27795696258545;39.01091003417969;27.15099585056305;5.123856335878372;4.688073396682739;0;
7999;52.927980810403824;0;-0.20194506645202637;0;0;1000;500;-17.27795696258545;39.01091003417969;27.15099585056305;5.123856335878372;4.688073396682739;0;
8425;52.927980810403824;0;-0.20194506645202637;0;500;1500;1000;-17.27795696258545;39.01091003417969;27.15099585056305;5.123856335878372;4.688073396682739;0;
8453;52.99403090775013;0;0.06605009734630585;0;500;0;1000;-17.27795696258545;39.01091003417969;27.15099585056305;5.123856335878372;4.754123494029045;0;
8918;53.1355620957911;0;0.06605009734630585;0;500;0;0;-17.27795696258545;39.01091003417969;27.009464662522078;5.123856335878372;4.754123494029045;0;
8935;53.1355620957911;0;0.06605009734630585;0;1000;500;500;-17.27795696258545;39.01091003417969;27.009464662522078;5.123856335878372;4.754123494029045;0;
8997;53.1355620957911;0;0.06605009734630585;0;1000;500;0;-17.27795696258545;39.01091003417969;27.009464662522078;5.123856335878372;4.754123494029045;0;
9299;53.13446455821395;0;0;0;1000;0;0;-17.27795696258545;39.01200757175684;27.009464662522078;5.123856335878372;4.754123494029045;0;
9469;53.13446455821395;0;0;0;1500;500;500;-17.27795696258545;39.01200757175684;27.009464662522078;5.123856335878372;4.754123494029045;0;
9501;53.13391578942537;-0.0005487687885761261;0;0;0;500;500;-17.27795696258545;39.01200757175684;27.009464662522078;5.123307567089796;4.754123494029045;0;
9558;53.13391578942537;0;0;0;0;500;500;-17.27795696258545;39.01200757175684;27.009464662522078;5.123307567089796;4.754123494029045;0;
9999;53.13391578942537;0;0;0;500;1000;1000;-17.27795696258545;39.01200757175684;27.009464662522078;5.123307567089796;4.754123494029045;0;
10026;53.13446455821395;0;0.0005487687885761261;0;500;0;1000;-17.27795696258545;39.01200757175684;27.009464662522078;5.123307567089796;4.754672262817621;0;
10474;53.19287359295413;0;0.0005487687885761261;0;500;0;0;-17.27795696258545;39.01200757175684;26.951055627781898;5.123307567089796;4.754672262817621;0;
10509;53.19287359295413;0;0.0005487687885761261;0;1000;500;500;-17.27795696258545;39.01200757175684;26.951055627781898;5.123307567089796;4.754672262817621;0;
10535;53.19287359295413;0;0.0005487687885761261;0;1000;500;0;-17.27795696258545;39.01200757175684;26.951055627781898;5.123307567089796;4.754672262817621;0;
11021;53.19287359295413;0;0.0005487687885761261;0;1500;1000;500;-17.27795696258545;39.01200757175684;26.951055627781898;5.123307567089796;4.754672262817621;0;
11047;53.23460418259492;0.04173058964079246;0.0005487687885761261;0;0;1000;500;-17.27795696258545;39.01200757175684;26.951055627781898;5.1650381567305885;4.754672262817621;0;
11088;53.23460418259492;0;0.0005487687885761261;0;0;1000;500;-17.27795696258545;39.01200757175684;26.951055627781898;5.1650381567305885;4.754672262817621;0;
11529;53.23460418259492;0;0.0005487687885761261;0;500;1500;1000;-17.27795696258545;39.01200757175684;26.951055627781898;5.1650381567305885;4.754672262817621;0;
11552;53.281562010182824;0;0.04695782758790301;0;500;0;1000;-17.27795696258545;39.01200757175684;26.951055627781898;5.1650381567305885;4.801630090405524;0;
12000;53.374336822531404;0;0.04695782758790301;0;500;0;0;-17.27795696258545;39.01200757175684;26.858280815433318;5.1650381567305885;4.801630090405524;0;
